id,class,n_points,min_x,min_y,min_z,max_x,max_y,max_z,centroid_x,centroid_y,centroid_z,volume,density,path
Buche_103,Buche,1024,-0.1827436089515686,-0.19792035222053528,-0.9790472984313965,0.41080495715141296,0.3717772960662842,0.9954937100410461,0.042661815881729126,0.0880729928612709,0.43007463216781616,0.6676775813102722,1533.6743791673655,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_103.npy
Buche_106,Buche,1024,-0.2848777174949646,-0.32314273715019226,-0.6878764033317566,0.33539485931396484,0.3713954985141754,0.9983990788459778,-0.024429786950349808,0.0008865179843269289,0.21276649832725525,0.7264525890350342,1409.5895801819713,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_106.npy
Buche_107,Buche,1024,-0.27369654178619385,-0.3605826497077942,-0.7435785531997681,0.3509015142917633,0.4196232855319977,0.9900960922241211,-0.02045328915119171,0.062398578971624374,0.271090567111969,0.8448458909988403,1212.0553711746768,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_107.npy
Buche_109,Buche,1024,-0.43686556816101074,-0.28718841075897217,-0.8670629858970642,0.3837610185146332,0.27647727727890015,0.9877047538757324,-0.017993437126278877,-0.01037315558642149,0.5130922794342041,0.8579396605491638,1193.5571312142647,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_109.npy
Buche_110,Buche,1024,-0.3506143391132355,-0.18268227577209473,-0.7238772511482239,0.34006744623184204,0.25241923332214355,0.9967512488365173,-0.02817222662270069,0.038283150643110275,0.4519026279449463,0.5170775651931763,1980.3605279556875,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_110.npy
Buche_12,Buche,1024,-0.2265833616256714,-0.28923499584198,-0.5484512448310852,0.2510858178138733,0.23759891092777252,0.9926535487174988,-0.00411331607028842,0.00850017461925745,0.1763172298669815,0.38782256841659546,2640.3826991832734,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_12.npy
Buche_120,Buche,1024,-0.3580785095691681,-0.2251557558774948,-0.7691256403923035,0.2555578052997589,0.1883813738822937,0.9802107810974121,-0.04786510393023491,-0.019182691350579262,0.2818903625011444,0.4439140856266022,2306.752664886909,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_120.npy
Buche_121,Buche,1024,-0.4052378833293915,-0.3855380415916443,-0.7061699628829956,0.17114003002643585,0.20178599655628204,0.990385115146637,-0.0837617889046669,-0.07024172693490982,0.5837768316268921,0.5743188858032227,1782.9815896927519,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_121.npy
Buche_125,Buche,1024,-0.25183552503585815,-0.24157534539699554,-0.5427623391151428,0.2604686915874481,0.19691219925880432,0.985939085483551,0.004145849961787462,-0.017941873520612717,0.37683913111686707,0.34340596199035645,2981.893482760081,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_125.npy
Buche_133,Buche,1024,-0.3067736327648163,-0.3752647638320923,-0.995269238948822,0.37465226650238037,0.2853451371192932,0.801049530506134,0.026334313675761223,0.001975516090169549,0.19979624450206757,0.8086249828338623,1266.3472211943617,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_133.npy
